StateAb,Affiliation,DrivAge,ExposTotal,SumInsAvg
SP,0,NA,3.22,13244.78
SP,1,18-25,1.01,27855.27
SP,1,46-55,0.62,55070.39
SP,1,26-35,2.66,15991.5
SP,0,NA,1.38,118320.14
SP,0,NA,2.76,10484.88
TO,1,>55,0.04,31158
SP,1,36-45,0.36,9343.26
SP,1,26-35,0.15,56109
SP,1,36-45,2,57010.88
SP,1,26-35,5.88,35089.41
SP,1,46-55,0.42,23821.99
SP,NA,NA,0,0
SP,0,NA,1.01,19513.32
SP,NA,NA,0.43,15840
SP,1,26-35,1,100666.99
SP,1,>55,0.78,7329.21
SP,0,>55,12.55,113689.9
SP,0,NA,1.35,62842.51
TO,1,46-55,0.33,46500.99
SP,1,18-25,0.12,34124
SP,1,>55,0.5,19716
SP,0,26-35,0.07,43273.99
SP,1,46-55,3.55,17107.96
SP,0,26-35,7.46,88758.57
SP,0,NA,0.04,136567
SP,1,36-45,0.29,51286
SP,NA,46-55,0.27,13983.11
SP,0,18-25,0.24,14070.99
SP,1,26-35,2.25,32146.67
SP,0,NA,0.37,43668
SP,1,>55,0.5,4837.99
SP,1,26-35,0.08,129628.99
SP,1,>55,2.01,23185.34
SP,0,NA,2.06,5524.73
SP,1,>55,2.79,21517.22
SP,1,46-55,0.28,124549.99
SP,1,>55,0.5,7350.6
SP,1,36-45,0.5,18061.06
SP,1,26-35,0.5,16110
SP,0,36-45,0.5,180020
SP,1,26-35,0.11,91133
SP,0,46-55,0.44,36420
SP,0,>55,0.66,40883.99
SP,1,36-45,65.19,24260.17
SP,1,46-55,7.35,29003.69
SP,0,NA,4.78,104068.08
SP,1,18-25,4.21,21888.67
SP,1,26-35,4.99,14191.39
SP,1,>55,0.11,31195
SP,1,>55,1.01,3544.36
SP,1,36-45,4.63,29646.47
SP,1,36-45,0.5,68442.99
SP,1,46-55,2.15,28717.04
SP,1,46-55,2.47,17530.83
SP,1,26-35,0.3,100755
SP,1,36-45,2.02,9721.19
SP,1,46-55,2.04,45345.31
SP,1,36-45,0.5,33431.99
SP,1,36-45,1,16887.5
SP,1,46-55,0.5,23224.37
SP,1,18-25,0.23,20129.99
SP,NA,36-45,0.36,68547.99
SP,1,26-35,0.5,21712.99
SP,1,>55,0.5,49408.99
SP,1,26-35,2.19,18239.33
SP,0,46-55,1.06,22507.03
SP,1,26-35,16.44,22296.79
SP,1,26-35,0.5,11636.79
SP,0,NA,7.96,55451.44
SP,NA,26-35,0.49,56267.99
SP,1,>55,4.27,13915.33
TO,1,>55,0.5,25787
SP,1,>55,0.5,28055
SP,1,36-45,0.12,87666.99
SP,0,36-45,1.44,31646.17
SP,1,18-25,0.55,57120.78
SP,1,46-55,0.41,26693.99
SP,1,36-45,3.3,18270.69
SP,1,46-55,3.08,173426.13
SP,1,46-55,0.5,23591.8
SP,1,18-25,0.32,18609.99
SP,1,26-35,0.76,32788.57
SP,NA,>55,0.06,26999.99
SP,1,36-45,0.5,177822.99
SP,0,36-45,0.25,31139
SP,1,>55,1.31,24186.58
SP,0,36-45,0.5,35091.05
SP,0,36-45,0.29,46490.64
SP,0,NA,0.74,165945
SP,0,26-35,1.72,105134.55
SP,0,NA,65.21,14759.9
SP,1,46-55,20.89,41212.76
SP,1,>55,3.03,17524.74
SP,1,26-35,0.5,0
SP,1,36-45,0.26,52213.99
SP,NA,36-45,0.2,129636
SP,1,36-45,0.04,30028.99
SP,1,26-35,2.07,30725.26
SP,1,36-45,0.38,25590
SP,0,36-45,12.98,23743.65
SP,1,46-55,0.5,31013
SP,1,>55,0.58,18132.51
SP,1,46-55,0.17,24440.99
SP,1,46-55,2.48,12345.94
SP,1,>55,1.01,20807.59
SP,1,26-35,1.45,9752.66
SP,0,46-55,0.18,32627.99
SP,1,>55,2.31,29550.86
SP,1,26-35,17.16,38968.03
SP,1,36-45,0.1,21566.99
SP,1,26-35,0.12,71637.99
SP,1,36-45,126.23,11052.48
SP,1,26-35,0.5,18149.48
SP,1,36-45,14.61,32750.1
SP,1,>55,0.86,15691.52
SP,1,36-45,4.09,16052.2
SP,NA,NA,0.5,68708.99
SP,1,>55,1.58,7059.14
SP,0,NA,0.42,44394.99
SP,1,46-55,1.09,214596.33
TO,1,36-45,0.21,38019.99
SP,1,18-25,46.86,20236.75
SP,1,46-55,22.35,31476.46
SP,1,46-55,0.07,56579.99
TO,1,46-55,4.41,32571.86
SP,1,>55,0.5,6509.99
SP,1,26-35,1.01,26613.55
SP,1,46-55,2.61,30220.1
SP,1,36-45,1.39,36499.01
SP,1,26-35,0.5,30630.32
TO,1,46-55,1.65,14849.78
SP,1,18-25,4.76,23757.54
SP,1,>55,0.5,23920
SP,1,18-25,0.5,35244.75
SP,1,46-55,0.5,43784
SP,0,>55,0.5,25492.99
SP,1,>55,0.95,30747.88
SP,1,36-45,0,0
SP,1,36-45,4.93,16563.45
SP,1,36-45,1.41,12957.78
SP,1,18-25,11.77,35969.11
SP,1,46-55,0.83,49485.18
SP,1,NA,0,0
SP,1,46-55,0.5,56706
SP,0,36-45,1,32302
SP,0,NA,21,101620.19
SP,NA,46-55,0.46,186108.11
SP,0,NA,34.76,29969.68
SP,1,26-35,125.57,50231.13
SP,1,46-55,3.24,17819.99
SP,1,36-45,6.09,82389.98
SP,1,>55,0.92,38686.21
SP,0,NA,0.14,24247.99
SP,0,NA,3.05,6312.04
TO,1,36-45,1,51907.49
SP,1,26-35,0.5,25649.99
SP,1,>55,8.59,48854.9
SP,1,>55,0.5,26144.57
SP,1,36-45,25.59,9892.84
SP,1,26-35,0.5,25511.48
SP,1,36-45,0.5,36856.95
SP,1,36-45,1.21,20512.49
SP,0,46-55,0.5,27119
SP,1,>55,0.5,5216
SP,0,NA,0.38,271361
SP,0,26-35,0.15,4064.99
TO,1,46-55,0.5,36983
SP,1,36-45,0.5,23805.27
SP,1,26-35,1.26,58971.7
SP,1,36-45,0.06,38645
SP,1,46-55,0.5,79236.2
SP,1,36-45,3.83,54022.15
SP,1,26-35,0.35,54306
SP,1,36-45,4.11,35720.61
SP,1,>55,0.5,65904.99
SP,1,>55,0.54,210787.95
SP,1,>55,0.5,35905.87
SP,0,36-45,8.53,17704.24
SP,1,>55,3.42,14923.16
SP,0,NA,25,16312.96
SP,1,>55,0.7,29180.47
SP,0,26-35,0.5,35708.99
SP,0,46-55,0.5,20282
SP,1,36-45,1.01,66209.58
SP,NA,26-35,1,81700.5
SP,1,36-45,6.26,11287.25
SP,1,46-55,13.9,34868.16
SP,1,46-55,0.5,42652
SP,1,26-35,0.44,100154.99
SP,1,46-55,0.5,7448.99
SP,1,26-35,0.1,20672
SP,1,26-35,58.37,35219.82
SP,1,36-45,0.33,4439.99
TO,0,NA,0.66,96957.58
SP,1,>55,1.39,18141.04
SP,1,18-25,0.33,0
SP,1,26-35,10.07,8272.83
SP,0,NA,0.4,39446.99
SP,0,>55,0.5,63525
SP,NA,26-35,0,0
SP,1,36-45,0.5,22855.24
SP,0,NA,0.4,0
SP,1,>55,0.02,126646.99
SP,1,18-25,78.94,39680.14
SP,NA,NA,0.5,0
SP,1,46-55,0.005479452,43450
SP,1,26-35,0.3,7489.18
SP,0,>55,0.55,16102.98
SP,0,NA,15.21,74247.28
SP,0,46-55,0.49,86933
SP,1,46-55,1.07,19471.91
SP,0,NA,0.5,125955
SP,1,>55,1.78,53167.69
TO,1,26-35,0.83,0
SP,1,>55,2.24,14598.98
SP,1,18-25,0.1,11840
SP,0,>55,4.63,104312.76
SP,1,>55,0.76,15932.21
SP,0,>55,0.16,60160
SP,1,>55,0.5,86731.99
SP,1,>55,2.57,14247.32
SP,1,46-55,1.56,11719.43
SP,0,NA,0.21,29464
SP,NA,NA,1.51,14192.02
SP,0,26-35,2.02,61170.8
SP,1,>55,2.13,148024.99
SP,1,36-45,0.17,10072
SP,1,18-25,2.2,114011.49
SP,0,18-25,0.46,13935
SP,1,46-55,6.62,110407.42
SP,1,36-45,0.42,61659.99
SP,1,46-55,0.5,28674.13
SP,1,36-45,7.33,27133.38
SP,1,>55,0.6,26100.85
SP,1,18-25,0.5,37849.99
SP,1,>55,9.33,68358.24
SP,1,36-45,33.71,20435.1
SP,1,>55,0.93,10645.27
SP,1,>55,3.03,5715.11
SP,1,>55,10.49,21048.23
TO,1,36-45,0.5,18067.84
SP,1,>55,0.21,8227.99
SP,1,46-55,0.97,14159.49
SP,1,>55,8.38,47865.41
SP,1,>55,0.86,16945.79
SP,1,26-35,2.72,107774.73
TO,1,26-35,2.1,31313.23
SP,1,26-35,0.76,18083.11
SP,1,36-45,4.91,15108.56
SP,1,36-45,1.94,24837.34
SP,1,26-35,0.96,48725.18
SP,0,NA,0.5,15810
SP,NA,36-45,0.27,89412.99
SP,1,46-55,21.16,25225.6
SP,1,36-45,0.67,80663.03
SP,0,>55,1.54,61385.21
SP,1,46-55,0.27,12000.99
SP,1,46-55,0.43,63889.99
TO,1,26-35,0.5,27652.99
SP,1,18-25,1,26199
SP,1,36-45,0.5,12075
SP,NA,NA,0,0
SP,1,46-55,0.22,14718
SP,1,46-55,0.5,41448
SP,1,26-35,11.27,4095.77
TO,1,36-45,0.36,164029.99
SP,0,NA,1,123635.5
SP,1,>55,14.01,18121.97
SP,1,46-55,0.45,11205
SP,1,>55,0.98,385493.62
SP,1,46-55,1.33,16069.72
SP,1,36-45,0.25,22161.16
SP,0,36-45,0.5,39821.43
SP,1,36-45,2.7,18839.7
SP,1,36-45,0.5,51711
SP,1,NA,0,0
SP,1,>55,1.77,26386.33
SP,1,46-55,8.21,14494.04
SP,1,26-35,0.5,15733.13
SP,1,36-45,1.28,26081.63
SP,1,36-45,15.04,39058.56
SP,NA,NA,0.46,5649.99
SP,1,26-35,0.44,8213.99
SP,1,46-55,0.5,46003.97
SP,1,46-55,0.41,34201.12
SP,NA,NA,0,0
TO,1,46-55,2.45,37028.45
SP,1,26-35,0.5,37984.99
SP,1,>55,0.3,18546
SP,1,18-25,0.5,67304.99
SP,1,36-45,0.84,272631.9
SP,1,>55,7.21,24233.19
SP,1,>55,0.5,50549.99
SP,NA,18-25,0,0
SP,NA,36-45,0.78,63280.57
SP,0,NA,16.69,30909.41
SP,1,46-55,0.41,73336
SP,1,26-35,1.59,16283.53
SP,1,26-35,3.37,39130.51
SP,1,36-45,22.04,112853.91
SP,1,>55,1.29,97213.98
SP,1,26-35,33.35,43093.3
SP,0,36-45,0.09,32854
SP,0,NA,2.02,91224.8
SP,0,NA,0.43,0
SP,1,36-45,0.5,7411
SP,1,>55,0.24,10246
SP,0,NA,0.5,9058.17
SP,0,18-25,1.01,115440.57
SP,1,36-45,54.2,13609.74
SP,1,46-55,0.81,16796.49
SP,1,46-55,5.54,46566.72
SP,1,36-45,21.71,47099.44
SP,1,46-55,4.52,91617.19
SP,1,18-25,0.5,38511
SP,1,26-35,0.5,0
SP,1,26-35,2.74,30763.15
SP,NA,36-45,0,0
SP,1,36-45,9.09,36123.32
SP,1,36-45,2.93,112216.87
SP,0,46-55,3.89,27433.07
SP,1,26-35,1.32,27584.11
SP,0,NA,0.43,0
SP,1,26-35,0.7,20428.78
SP,NA,NA,0,0
SP,1,26-35,0.77,345087.88
SP,1,>55,1.41,72821.01
SP,1,46-55,9.55,41115.63
SP,1,18-25,0.5,28247
SP,1,>55,2.02,11266.97
SP,1,46-55,2.75,40504.64
SP,1,36-45,0.15,3405.47
SP,NA,NA,0.29,0
SP,1,>55,1.01,28496.63
SP,1,46-55,2.8,19572.42
SP,1,26-35,0.5,19227
SP,1,36-45,2.78,54039.92
SP,1,26-35,6.37,47570.5
SP,0,36-45,0.5,33221.99
SP,0,18-25,0.03,0
SP,1,36-45,0.45,44157.99
SP,1,26-35,1.51,90841.99
SP,1,26-35,7.53,11343.56
SP,1,46-55,1.44,32392.72
SP,NA,NA,1.09,52011.92
SP,0,18-25,0.5,69010
SP,0,NA,0.52,13771.7
SP,1,36-45,4.06,27469.36
SP,1,46-55,0.5,25326
SP,1,36-45,21.67,43815.73
SP,0,36-45,0.79,222421.26
SP,1,NA,0,0
SP,1,36-45,14.87,22383.39
SP,1,36-45,0.93,55696.82
SP,0,26-35,0.67,24349.03
SP,1,18-25,0.7,24034.92
SP,NA,NA,0,0
SP,1,46-55,0.5,0
SP,0,NA,1.01,10797.75
SP,1,46-55,5.04,18385.85
TO,1,26-35,0.37,34735
SP,1,46-55,0.5,18319.99
SP,0,NA,8.61,39149.12
TO,1,36-45,0.5,4086
SP,1,46-55,1.51,46471.36
SP,1,18-25,1.51,36767.69
SP,1,46-55,16.32,61455.62
SP,1,>55,5.89,44129.9
TO,1,36-45,0.27,22927
SP,1,46-55,0.76,53924.05
SP,1,46-55,0.5,9815
SP,1,46-55,0.5,48918.99
SP,1,46-55,2.15,23218.67
SP,1,46-55,9.19,34527.52
SP,1,26-35,6.08,28693.21
SP,1,>55,0.32,170943.13
SP,1,36-45,0.29,33023
SP,0,46-55,4.81,29277.16
SP,1,36-45,6.03,36611.78
SP,1,>55,0.5,9443.63
SP,0,NA,4.12,48050.54
SP,1,18-25,0.79,34079.14
SP,0,NA,6.49,59718.12
SP,1,26-35,0.47,65445.71
SP,1,18-25,1.16,39887.36
SP,0,NA,0.47,82394.99
SP,0,36-45,1.51,0
SP,1,>55,0.5,129734.99
SP,0,26-35,0.5,44275
SP,1,18-25,6.35,32031.68
SP,1,>55,0.24,48373.99
SP,1,>55,4.72,25584.84
SP,1,36-45,0.5,12709.99
SP,1,36-45,0.03,21265.99
SP,1,36-45,6.75,21484.12
SP,0,NA,1.84,71354.84
SP,1,26-35,3.86,54397.67
SP,1,46-55,6.9,58805.54
SP,1,18-25,1.11,45165.02
TO,1,>55,0.5,100558
SP,1,26-35,0.19,21285
SP,1,18-25,1.93,7645.77
SP,1,26-35,1.09,12641.36
SP,1,>55,23.64,19706.18
SP,1,46-55,12.94,39961.9
SP,1,>55,0.5,83877.88
SP,1,>55,0.15,24055
SP,1,36-45,0.97,38675.83
SP,1,46-55,16.7,31152.02
SP,0,36-45,0.5,63681
SP,1,>55,5.63,38143.32
SP,1,36-45,4.48,25505.57
SP,1,18-25,1.52,23517.02
SP,1,36-45,0.5,0
SP,1,46-55,1.63,71636.78
SP,NA,NA,0,0
SP,1,46-55,1.12,88695.33
SP,1,26-35,0.35,0
SP,1,26-35,0.93,33136.34
SP,1,26-35,0.5,36664
SP,1,46-55,1.96,5952.6
SP,0,46-55,2.01,17631.88
TO,1,36-45,0.34,34020.29
SP,1,>55,9.29,18111.35
SP,1,36-45,3.97,85591.99
SP,0,NA,1.31,11484.49
SP,1,36-45,0.7,63110.99
SP,1,46-55,0.02,115202.99
SP,1,46-55,0.34,188849.01
SP,1,>55,0.29,38146.99
SP,1,46-55,48.61,20084.63
SP,1,26-35,19.53,17724.62
SP,1,46-55,1.33,29945.36
SP,0,46-55,0.5,137499.99
SP,1,>55,0.5,38365.86
SP,1,18-25,13.51,23823.43
SP,0,NA,4.76,47723.17
SP,1,>55,11.72,23723.41
SP,1,>55,3,13359.51
SP,1,>55,0.21,195903
SP,1,>55,61.31,24895.12
SP,1,36-45,8.67,41613.05
SP,1,36-45,20.42,35740.34
SP,1,26-35,0.5,29468
TO,1,46-55,0.5,32747
SP,1,>55,1.35,6731.98
SP,0,46-55,0.36,53277.11
SP,1,>55,1.96,7640.9
SP,1,46-55,0.38,68457.98
SP,1,46-55,0.5,31314.99
SP,0,NA,2.52,30620.58
SP,1,46-55,0.88,49571.61
SP,1,46-55,0.99,34641.94
SP,0,46-55,1.01,131564.33
SP,0,NA,4.85,15502.02
SP,1,>55,0.38,16862.99
SP,1,36-45,7.03,12677.75
SP,1,26-35,0.42,28548.99
SP,1,36-45,50.9,30564.66
SP,1,26-35,0.12,57300
SP,0,>55,0.45,31086.86
SP,1,26-35,0.79,15324.65
SP,1,>55,1.05,13437.86
SP,1,18-25,0.38,25351
SP,0,NA,0.5,191249.99
SP,0,NA,0.5,110696.8
SP,0,NA,0.44,16651.99
SP,1,46-55,6.08,75399.8
SP,1,>55,8.17,22126.83
SP,1,>55,0.5,26624.99
SP,0,NA,5.1,62436.36
SP,1,>55,0.49,28106.99
SP,1,26-35,0.5,24773
SP,1,46-55,5.17,77577.17
SP,1,26-35,1.34,102382.96
SP,1,46-55,1,9910
SP,1,36-45,4.19,26516.6
SP,1,>55,17.85,22960.21
SP,1,36-45,2.19,32118.51
SP,1,>55,1.01,12062.83
SP,0,NA,1.94,87701.43
SP,1,26-35,0.2,0
SP,1,26-35,0.11,4956.99
SP,1,46-55,4.72,42265.51
SP,NA,NA,0,0
SP,1,18-25,0.46,28127
SP,1,36-45,1.17,32718.6
SP,1,26-35,1.43,32004.23
SP,1,26-35,5.27,43224.32
SP,1,46-55,0.5,0
SP,0,>55,0.02,16348
SP,1,36-45,14.56,24005.91
SP,1,36-45,2.01,12404.61
SP,1,36-45,0.44,91309.2
SP,1,36-45,0.98,17400.44
SP,NA,36-45,0.5,19096
SP,1,36-45,0.73,0
SP,1,46-55,0.84,37479.93
SP,0,18-25,0.5,27738
SP,0,18-25,0.58,16497.47
SP,1,36-45,0.32,43482
SP,1,26-35,0.44,38232
SP,1,26-35,0.5,55977.99
SP,NA,46-55,0.5,78162.99
SP,1,26-35,0.66,35352.5
SP,1,36-45,1.24,14343.57
SP,1,26-35,0.5,20312
SP,1,>55,10.53,22615.8
SP,1,26-35,0.11,30356
SP,1,26-35,7.83,34900.13
SP,1,26-35,65.33,24209.39
SP,0,NA,2.01,59999.99
SP,1,18-25,24.4,24301.19
SP,NA,NA,0.5,75944
SP,0,NA,1.01,56406.46
SP,1,26-35,0.5,9168.49
SP,0,NA,0.5,0
SP,NA,NA,1.01,17138.35
SP,NA,NA,0,0
SP,1,>55,16.31,24401.41
SP,1,46-55,0.42,20165.99
SP,1,26-35,4.31,44412.51
SP,1,26-35,0.5,40720
SP,NA,NA,4.09,24099.05
SP,1,26-35,0.5,22939.51
SP,1,46-55,0.3,36119.99
SP,1,46-55,0.63,9607.71
SP,1,46-55,2.92,15448.5
SP,0,NA,0.33,68499.99
SP,1,>55,3.43,46495.68
SP,0,26-35,0.5,23550
SP,1,>55,0.82,132995.64
SP,1,46-55,0.42,106069.99
SP,0,NA,6.75,81795.67
SP,1,46-55,1.18,46953.86
SP,0,18-25,0.32,24099.74
SP,1,26-35,0.5,10617
SP,1,>55,0.94,7936.12
SP,1,18-25,8.61,19692.28
SP,1,>55,0.47,151943
SP,1,>55,0.6,45544.82
SP,0,26-35,1.01,69867.54
SP,0,26-35,0.46,12278.99
SP,1,18-25,1.26,32910.04
SP,1,36-45,0.17,16117.99
SP,0,NA,0.47,39234.99
SP,NA,NA,0,0
SP,1,36-45,0.5,33590.43
SP,1,26-35,8.39,33695.67
SP,0,NA,3.78,21269.78
TO,1,26-35,0.05,33316
SP,NA,NA,0,0
SP,1,36-45,2.76,17098.64
SP,1,26-35,0.62,37176.14
SP,0,NA,0.5,18351
SP,0,NA,0.4,29535.99
SP,1,>55,1.42,26443.14
SP,1,36-45,4.56,18002.22
SP,1,36-45,0.25,92789.37
SP,1,>55,0.69,35830.84
SP,1,18-25,1.1,12832.51
SP,1,26-35,0.8,21488.71
SP,1,18-25,0.56,20135.54
TO,0,NA,0.7,52350.15
SP,1,46-55,40.5,12882.89
SP,1,>55,1,18677.5
SP,1,46-55,1.53,31440.42
SP,0,18-25,0.5,30000
TO,1,36-45,0.4,12615.89
SP,1,36-45,1.19,20456.9
SP,1,>55,3.6,17408.41
TO,1,36-45,6.69,24592.88
SP,0,26-35,1.84,55293.36
SP,1,>55,33.96,41096.58
SP,1,>55,69.67,17897.55
SP,NA,>55,0.5,26197.65
SP,1,26-35,4.86,10744.83
SP,NA,>55,0.5,25000
SP,0,NA,0.21,7087.99
SP,1,36-45,0.01,14734
SP,1,26-35,7.72,28021.57
SP,1,46-55,1.01,44466.92
SP,1,46-55,153.56,25807.89
SP,1,>55,0.53,45211.23
SP,1,46-55,0.5,35584.99
SP,1,>55,0.5,0
SP,1,26-35,0.38,16542.99
SP,0,NA,0.5,34354.99
SP,NA,NA,0.5,6649.34
SP,1,46-55,1.11,11563.48
SP,1,36-45,3.16,17222.75
SP,0,NA,0.29,240958
SP,0,46-55,2.03,27734.62
SP,1,>55,8.5,133958.13
SP,1,26-35,0.79,15961.42
SP,1,18-25,0.23,46193
SP,1,36-45,43.91,19730.57
SP,1,26-35,0.21,26871
SP,1,36-45,0.25,7912
SP,1,26-35,1.24,6040.8
SP,0,36-45,2.16,15975.23
SP,0,26-35,0.26,52663.99
SP,NA,NA,0,0
SP,0,>55,4.53,28150.19
SP,1,26-35,0.1,6939.29
SP,1,>55,0.81,11110.73
SP,0,NA,1.01,0
SP,1,46-55,0.002739726,58800
SP,1,26-35,29.84,25634.25
SP,1,36-45,0.27,21014.99
SP,1,26-35,1.45,57357.22
SP,1,46-55,0.37,11155.99
SP,1,26-35,0.66,35316.6
SP,1,>55,5.96,19403.53
SP,1,46-55,2.79,24313.41
SP,1,18-25,0.01,29433.85
SP,1,26-35,0.5,17049.39
SP,1,46-55,0.48,54020
SP,1,26-35,9.61,40526.9
SP,1,46-55,0.27,47994.99
SP,NA,NA,0.23,0
SP,1,36-45,0.43,145948.65
SP,1,26-35,38.96,26729.03
SP,1,>55,0.5,66789.5
SP,0,36-45,1.88,26973.8
SP,1,>55,0.98,3324.25
SP,1,36-45,1.15,49374.47
SP,1,26-35,2.93,27060.55
SP,1,36-45,0.5,41740.99
TO,0,NA,1.01,128094.5
SP,1,26-35,0.5,52880
SP,0,NA,0.13,117331
SP,0,NA,0.92,33207.74
SP,1,26-35,1.89,48401.55
SP,1,46-55,1.01,49140.71
SP,1,46-55,0.5,6371.99
SP,0,NA,15.73,149387.65
SP,1,36-45,0.5,7101.99
SP,1,36-45,2.5,49009.61
SP,1,>55,0.46,16392
SP,1,36-45,0.56,32492.03
TO,1,46-55,0.04,50242.99
SP,0,NA,1.99,26748.78
SP,1,>55,0.09,23187
SP,1,26-35,4.83,33630.73
SP,1,18-25,0.12,59870
SP,0,46-55,0.23,25401.88
SP,0,NA,0.5,0
SP,1,46-55,0.5,15203.64
SP,0,36-45,0.67,38658.99
SP,0,NA,0.18,0
SP,1,18-25,10.09,36387.18
SP,1,>55,25.24,29497.56
SP,1,>55,0.5,34162.08
SP,0,26-35,0.5,22186
SP,1,46-55,6.85,32223.9
SP,1,46-55,0.25,7842
SP,1,46-55,9.42,57332.46
SP,1,36-45,0.88,32236.71
SP,1,46-55,0.15,32889.99
SP,1,36-45,0.17,0
SP,1,36-45,0.37,61250
SP,1,26-35,23.92,27082.13
SP,1,26-35,1.45,24414.76
SP,1,36-45,0.69,29161.37
SP,1,26-35,0.8,63561.5
SP,0,NA,0.5,60885
SP,0,18-25,0.5,59512.99
SP,1,>55,2.01,21190.29
SP,1,26-35,0.4,38291.58
SP,0,26-35,1.2,47296.81
SP,1,>55,16.18,29913.39
SP,0,NA,4.49,27096.2
SP,0,>55,0.5,90405.99
SP,0,>55,0.04,15296
SP,0,18-25,0.27,128740
SP,1,26-35,5.38,19817.43
SP,1,>55,8.31,20008.58
SP,1,36-45,95.09,24355.08
SP,1,>55,0.5,5219.05
SP,1,46-55,2.69,117059.53
SP,1,NA,0,0
SP,1,>55,1.31,10044.91
SP,1,>55,0.94,1613.37
SP,1,36-45,0.5,20831.99
SP,0,18-25,0.07,43949.99
SP,1,26-35,0.5,61841.8
SP,1,46-55,0.03,42464.99
SP,1,26-35,5.06,27820.14
SP,1,26-35,0.5,0
SP,0,36-45,0.5,36445
SP,1,36-45,1.92,47292.11
SP,NA,NA,0,0
SP,0,46-55,1.69,60784.98
SP,1,>55,1.52,24038.32
SP,0,NA,2.02,42596.46
SP,1,26-35,0.27,29294.99
SP,1,26-35,0.5,69740
SP,1,36-45,0.5,19600
SP,1,36-45,2.55,11579.08
SP,1,36-45,0.97,30839.12
SP,1,18-25,2.21,5471.68
SP,1,36-45,1.38,13497.09
SP,1,18-25,0.57,114093.48
SP,1,18-25,22.29,40512.38
SP,1,>55,2.19,21231.22
SP,0,NA,6.84,73449.52
SP,0,NA,3.21,27481.45
SP,1,26-35,1.3,31441.9
SP,0,>55,1.04,25555.43
SP,1,26-35,1.51,2713.99
SP,0,NA,12.87,22658.18
SP,1,36-45,0.33,49999.99
SP,0,36-45,0.23,25201.87
SP,1,26-35,11.81,43832.46
SP,1,18-25,1.32,47722.61
SP,1,46-55,0.3,31919
SP,0,>55,0.5,0
SP,1,36-45,1.36,15742.84
SP,1,>55,1.68,91296.96
SP,1,>55,0.5,16750.99
SP,1,46-55,2.26,30173.11
SP,1,36-45,0.03,29850
SP,0,NA,3.05,12069.19
SP,1,NA,0,0
SP,1,>55,7.54,17004.9
SP,1,36-45,0.52,52115.49
SP,1,>55,1,4888.5
SP,1,26-35,1.72,41910.11
TO,1,46-55,0.32,28963.29
SP,1,36-45,3.8,12641.93
SP,1,>55,1.01,49219.95
SP,1,46-55,1.51,46063.31
SP,1,26-35,2.58,26872.02
SP,1,26-35,0.5,389518
SP,1,26-35,2.25,33250.23
SP,1,18-25,0.5,3262
SP,0,NA,0.3,61442
SP,1,18-25,0.5,31434.62
SP,NA,46-55,0.18,105847
SP,NA,46-55,0.7,27051.88
SP,1,46-55,0.41,84393.99
SP,0,>55,0.81,96094
SP,1,36-45,0.89,24838.42
SP,1,26-35,3.48,16390.3
SP,1,>55,1.01,17238.17
SP,0,46-55,5.86,15080.97
SP,1,26-35,0.5,60816
SP,0,18-25,0.5,57854.99
SP,1,>55,6.75,7407.19
SP,1,26-35,76.5,19054.27
SP,1,46-55,8.84,34995.12
SP,1,46-55,0.18,73862
SP,1,26-35,56.97,25415.14
SP,1,18-25,9.55,12023.24
SP,1,36-45,0.5,53574.56
SP,1,>55,2.21,15252.1
SP,0,>55,0.03,15304
SP,1,>55,0.5,29978.6
SP,1,>55,0.5,6352.9
SP,1,46-55,44.21,26233.1
SP,1,46-55,0.12,17126
SP,1,36-45,2.66,20875.18
SP,0,NA,0.21,60704.99
SP,0,>55,0.1,35570.99
SP,0,NA,4.34,37643.4
SP,1,46-55,1,30769.5
TO,1,>55,1.16,35268.39
SP,1,26-35,8.3,21431.14
SP,1,18-25,0.24,22869.99
SP,1,>55,0.28,95487.46
SP,1,26-35,2.74,21950.46
SP,1,26-35,0.72,65416.61
SP,1,36-45,0.27,3761.99
SP,1,36-45,1.18,68154.31
SP,NA,36-45,0.26,37140.99
SP,1,36-45,0.5,0
SP,1,>55,0.76,114114.23
SP,1,NA,0.25,16675.99
SP,1,26-35,0.56,5307.55
SP,0,36-45,0.14,184657.99
SP,0,NA,0.5,20000
SP,0,NA,50.94,311530.43
SP,1,46-55,2.5,18995.3
SP,1,36-45,0.5,11984
SP,1,26-35,1.18,44412.99
SP,0,NA,1.75,22683.93
SP,1,18-25,0.5,32417
SP,1,36-45,0.79,13333.69
SP,1,>55,0.5,78744.99
SP,1,18-25,0.76,18390.85
SP,1,46-55,0.5,31418.58
SP,1,18-25,0.56,15277.16
SP,0,18-25,0.59,32182.74
SP,1,>55,0.2,69293.99
SP,1,36-45,150.91,25344.96
SP,NA,18-25,0,0
SP,1,18-25,7.33,31964.44
SP,0,NA,0.42,4884
SP,1,26-35,0.5,141824
SP,1,>55,0.19,78749
SP,0,NA,0.008219178,56085
SP,1,36-45,1.12,14840.32
SP,0,NA,0.96,81010
SP,1,26-35,1.01,139900.58
SP,1,46-55,0.5,122385
SP,1,26-35,9.3,28127.51
SP,1,26-35,1.19,30910.03
SP,1,46-55,0.76,18200.43
SP,1,46-55,0.5,41166.99
SP,1,36-45,0.14,0
SP,1,>55,15.11,16994.92
SP,0,NA,0.55,190226.33
SP,0,46-55,0.26,34454
SP,1,>55,0.5,30092.29
